#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chrUn_KI270418v1	1	2145	2	122	5.68765	0.0932401	36.6	54.5
chrUn_KI270420v1	1	2321	4	308	13.2701	0.17234	35.9	46.2
chrUn_KI270424v1	1	2140	4	292	13.6449	0.186916	36.2	13.5
chrUn_KI270422v1	1	1445	10	550	38.0623	0.688581	36.1	10.4
chrUn_KI270423v1	1	981	4	296	30.1733	0.407747	32.8	24.2
chrUn_KI270425v1	1	1884	3	242	12.845	0.150212	37	18
chrUn_KI270429v1	1	1361	2	149	10.9478	0.146951	36.1	60
chrUn_KI270442v1	1	392061	3587	139001	35.4539	0.84482	34.9	39.8
chrUn_KI270466v1	1	1233	181	1213	98.3779	13.5604	34	28.1
chrUn_KI270465v1	1	1774	21	484	27.283	1.18377	35.5	42.7
chrUn_KI270467v1	1	3920	757	3036	77.449	17.2765	34.1	32.3
chrUn_KI270435v1	1	92983	382	22985	24.7196	0.385952	35.2	35.3
chrUn_KI270438v1	1	112505	5286	34035	30.252	4.48803	34.9	25.8
chrUn_KI270468v1	1	4055	18	1206	29.7411	0.443896	35.3	58.3
chrUn_KI270510v1	1	2415	20	896	37.1014	0.770186	35.6	36.3
chrUn_KI270509v1	1	2318	20	989	42.6661	0.83736	35.9	54.8
chrUn_KI270518v1	1	2186	28	1511	69.1217	1.2452	35.5	39.6
chrUn_KI270508v1	1	1951	19	898	46.0277	0.937468	35.5	33.7
chrUn_KI270516v1	1	1300	18	777	59.7692	1.38385	35.7	51.5
chrUn_KI270512v1	1	22689	67	4279	18.8594	0.269646	35.2	38.2
chrUn_KI270519v1	1	138126	602	32565	23.5763	0.420573	35.3	41.2
chrUn_KI270522v1	1	5674	12	715	12.6013	0.198978	36	29.2
chrUn_KI270511v1	1	8127	43	2552	31.4015	0.511259	36	39.3
chrUn_KI270515v1	1	6361	55	3051	47.9642	0.846565	35.5	46.5
chrUn_KI270507v1	1	5353	54	2817	52.6247	0.976835	35.8	49.8
chrUn_KI270517v1	1	3253	40	1650	50.7224	1.16815	35.7	40.5
chrUn_KI270529v1	1	1899	7	476	25.0658	0.368615	36.2	23.6
chrUn_KI270528v1	1	2983	4	258	8.64901	0.134093	35.3	0
chrUn_KI270530v1	1	2168	8	297	13.6993	0.369004	36.6	5.5
chrUn_KI270539v1	1	993	1	85	8.55992	0.0855992	33.1	49
chrUn_KI270538v1	1	91309	399	20100	22.0132	0.42711	35.5	36.6
chrUn_KI270544v1	1	1202	5	383	31.8636	0.414309	33.4	0
chrUn_KI270583v1	1	1400	14	621	44.3571	0.901429	35.5	42.5
chrUn_KI270587v1	1	2969	11	723	24.3516	0.346918	35.8	32
chrUn_KI270580v1	1	1553	14	774	49.839	0.901481	34.3	52.5
chrUn_KI270581v1	1	7046	31	1545	21.9273	0.437553	34.2	6.1
chrUn_KI270579v1	1	31033	84	5739	18.4932	0.267038	35.4	1.24
chrUn_KI270589v1	1	44474	221	10654	23.9556	0.445699	35.3	15.9
chrUn_KI270590v1	1	4685	58	2652	56.6062	1.20576	35.5	38.4
chrUn_KI270584v1	1	4513	33	2002	44.3607	0.708841	35.1	49.4
chrUn_KI270582v1	1	6504	39	2553	39.2528	0.579028	34.2	10.4
chrUn_KI270588v1	1	6158	31	1507	24.4722	0.476941	34.9	28.8
chrUn_KI270593v1	1	3041	15	767	25.222	0.485695	35.7	44.5
chrUn_KI270591v1	1	5796	59	2723	46.9807	0.935473	35.6	37.4
chrUn_KI270330v1	1	1652	198	1247	75.4843	11.9364	34.9	25.8
chrUn_KI270329v1	1	1040	6	300	28.8462	0.558654	35.5	0
chrUn_KI270334v1	1	1368	11	600	43.8596	0.804094	35	0
chrUn_KI270333v1	1	2699	223	2247	83.2531	7.36643	33.8	12.1
chrUn_KI270335v1	1	1048	3	159	15.1718	0.243321	31.5	0
chrUn_KI270338v1	1	1428	4	160	11.2045	0.279412	34.9	0
chrUn_KI270340v1	1	1428	12	567	39.7059	0.840336	35.3	0
chrUn_KI270336v1	1	1026	68	844	82.2612	5.85673	34.6	19.4
chrUn_KI270337v1	1	1121	243	981	87.5112	20.2908	34.2	11.7
chrUn_KI270363v1	1	1803	2	175	9.70605	0.110926	37	4
chrUn_KI270364v1	1	2855	2	134	4.69352	0.0700525	36.5	0
chrUn_KI270362v1	1	3530	7	591	16.7422	0.196601	36.7	29.4
chrUn_KI270366v1	1	8320	14	898	10.7933	0.148798	35.3	21.1
chrUn_KI270378v1	1	1048	1	100	9.54198	0.0954198	32.2	0
chrUn_KI270390v1	1	2387	4	271	11.3532	0.167574	35.3	26.2
chrUn_KI270387v1	1	1537	3	213	13.8582	0.173064	36.3	0
chrUn_KI270395v1	1	1143	5	336	29.3963	0.385827	32.8	0
chrUn_KI270396v1	1	1880	8	540	28.7234	0.414362	36.6	0
chrUn_KI270386v1	1	1788	2	123	6.87919	0.111857	36.8	0
chrUn_KI270391v1	1	1484	1	73	4.91914	0.0491914	35.8	0
chrUn_KI270383v1	1	1750	1	100	5.71429	0.0571429	36.1	0
chrUn_KI270393v1	1	1308	2	155	11.8502	0.152905	34.1	0
chrUn_KI270384v1	1	1658	2	144	8.68516	0.120627	36	0
chrUn_KI270392v1	1	971	1	100	10.2987	0.102987	33.4	0
chrUn_KI270381v1	1	1930	6	356	18.4456	0.30829	35.9	0
chrUn_KI270385v1	1	990	5	303	30.6061	0.505051	36.1	4
chrUn_KI270382v1	1	4215	22	1423	33.7604	0.517438	36.1	11.8
chrUn_KI270376v1	1	1136	2	137	12.0599	0.176056	34.9	0
chrUn_KI270374v1	1	2656	4	298	11.2199	0.150602	36.5	0
chrUn_KI270373v1	1	1451	1	100	6.8918	0.068918	36.1	0
chrUn_KI270371v1	1	2805	4	336	11.9786	0.142602	36	12
chrUn_KI270448v1	1	7992	50	2852	35.6857	0.614114	35.3	50.3
chrUn_KI270521v1	1	7642	27	1524	19.9424	0.350432	34.1	43
chrUn_GL000195v1	1	182896	1454	64604	35.3228	0.789727	35.3	25.1
chrUn_GL000219v1	1	179198	1450	61058	34.0729	0.793072	35.3	44.8
chrUn_GL000220v1	1	161802	8639	85485	52.8331	5.28077	34	3.97
chrUn_GL000224v1	1	179693	5115	75216	41.8581	2.83108	35.1	16.6
chrUn_KI270741v1	1	157432	506	29583	18.791	0.317331	35.3	4.31
chrUn_GL000226v1	1	15008	107	5979	39.8388	0.708356	35.6	0.374
chrUn_GL000213v1	1	164239	730	29977	18.2521	0.442161	35.2	10.6
chrUn_KI270743v1	1	210658	1761	83206	39.4981	0.831172	35.3	18.6
chrUn_KI270744v1	1	168472	4169	63483	37.6816	2.45925	35.1	14.5
chrUn_KI270745v1	1	41891	1063	21143	50.4715	2.52441	34.9	8.59
chrUn_KI270746v1	1	66486	1451	33190	49.9203	2.17337	35.4	43.4
chrUn_KI270747v1	1	198735	558	28254	14.2169	0.273077	35.1	14.2
chrUn_KI270748v1	1	93321	177	11806	12.651	0.187	35	2.47
chrUn_KI270749v1	1	158759	781	43736	27.5487	0.489635	35.1	29.6
chrUn_KI270750v1	1	148850	1404	58122	39.0474	0.936722	35.1	23.7
chrUn_KI270751v1	1	150742	1449	67232	44.6007	0.950167	35.3	16.1
chrUn_KI270753v1	1	62944	499	26664	42.3615	0.788431	35.1	13.5
chrUn_KI270754v1	1	40191	949	21161	52.6511	2.33403	34.6	13.4
chrUn_KI270755v1	1	36723	54	3243	8.83098	0.143752	34.6	6.7
chrUn_KI270756v1	1	79590	197	9668	12.1473	0.187461	35.1	16.6
chrUn_KI270757v1	1	71251	444	21496	30.1694	0.579683	35.1	29.3
chrUn_GL000214v1	1	137718	3551	65652	47.6713	2.56322	35.1	7.77
chrUn_KI270742v1	1	186739	1781	81403	43.5919	0.947317	35.3	13.5
chrUn_GL000216v2	1	176608	4535	65957	37.3466	2.31252	35.2	18.9
chrUn_GL000218v1	1	161147	3170	72324	44.8808	1.95916	34.9	35.2
chrX	1	156040895	574964	23490644	15.0542	0.366366	35.2	53
chrY	1	57227415	105700	4481120	7.83037	0.181211	35.2	29.9
chrY_KI270740v1_random	1	37240	27	1959	5.26047	0.072073	34.5	24.4
chrUn_KI270316v1	1	1444	0	0	0	0	0	0
chrUn_KI270312v1	1	998	0	0	0	0	0	0
chrUn_KI270412v1	1	1179	0	0	0	0	0	0
chrUn_KI270417v1	1	2043	0	0	0	0	0	0
chrUn_KI270548v1	1	1599	0	0	0	0	0	0
chrUn_KI270379v1	1	1045	0	0	0	0	0	0
chrUn_KI270389v1	1	1298	0	0	0	0	0	0
chrUn_KI270388v1	1	1216	0	0	0	0	0	0
chrUn_KI270394v1	1	970	0	0	0	0	0	0
chrUn_KI270372v1	1	1650	0	0	0	0	0	0
chrUn_KI270375v1	1	2378	0	0	0	0	0	0
chrUn_KI270752v1	1	27745	0	0	0	0	0	0
